# Center : 156.006559445 -57.7522222222    
# Center : 10:24:01.57 -57:45:08           
#                                arcmin  arcmin mag      mag    mag     mag   mag   mag   mag   mag V I B U DI    mag     mag     mag     mag    mag    mag               
#   ID ID_aex    xc       yc      R.A.    I.E.C. V        V-I   B-V     U-B    eV  e(V-I)e(B-V)e(U-B)Nobs---charac J      J-H     H-Ks    eJ   e(J-H)e(H-Ks)2mass name    
   190  17569  108.089  123.604  -9.207  -5.097 16.662  1.033   .759   .381  .002  .002  .005  .009 1 1 1 1                                                                  
   191    467 2017.270  146.032  -9.203   3.465 21.295  2.074  1.639   .000  .014  .015  .030  .000 1 1 1 0                                                                  
   192    446 1435.410  140.256  -9.200    .850 20.473  2.096  1.595   .000  .005  .008  .030  .000 1 1 1 0                                                                  
   193    416  577.975  131.204  -9.197  -2.996 20.170  1.821  1.509  1.441  .003  .011  .012  .123 1 1 1 1      16.554   .000   .000   .153 -9.999 -9.999 10225251-5748083  
   194    475 1976.648  147.840  -9.193   3.282 21.711  2.273  2.033   .000  .022  .026  .077  .000 1 1 1 0                                                                  
   195  18171   58.324  127.219  -9.188  -5.319 14.462   .501   .304   .107  .001  .003  .001  .004 1 1 1 1      13.556   .096   .106   .026   .039   .047 10225252-5750271  
   196    413  392.204  131.153  -9.188  -3.827 16.910   .925   .702   .060  .002  .004  .003  .004 1 1 1 1      15.035   .604   .431   .047   .075   .083 10225254-5748573  
   197    455 1450.925  143.416  -9.186    .919 20.395  1.861  1.532   .000  .010  .012  .018  .000 1 1 1 0                                                                  
   198    458 1435.180  143.884  -9.184    .849 18.556  1.260   .958   .258  .001  .006  .002  .006 1 1 1 1      15.801   .370   .000   .083   .145 -9.999 10225270-5744170  
   199    484 2040.029  150.733  -9.183   3.567 20.869  1.854  1.467   .000  .014  .020  .028  .000 1 1 1 0                                                                  
   200    430  715.784  135.999  -9.182  -2.379 19.494  1.753  1.347   .605  .001  .003  .001  .036 1 1 1 1      16.541   .538   .000   .126   .213 -9.999 10225265-5747305  
   201    437  811.708  137.445  -9.181  -1.949 18.074  2.143  1.479   .747  .001  .007  .002  .004 1 1 1 1      14.183   .631   .184   .038   .058   .063 10225269-5747049  
   202  17570   98.679  129.463  -9.180  -5.138 16.037   .866   .693   .167  .005  .005  .007  .005 1 1 1 1                                                                  
   203    454 1203.294  142.586  -9.178   -.193 17.187  1.304  1.038   .554  .005  .006  .009  .008 1 1 1 1                                                                  
   204    442  899.845  139.356  -9.177  -1.554 18.012  1.189  1.039   .867  .000  .004  .003  .009 1 1 1 1                                                                  
   205    487 1915.950  151.141  -9.175   3.010 19.057  1.535  1.238   .646  .003  .008  .016  .034 1 1 1 1                                                                  
   206    451  998.937  141.915  -9.170  -1.109 21.014  2.036  1.633   .000  .012  .012  .023  .000 1 1 1 0                                                                  
   207    485 1752.160  150.731  -9.169   2.273 21.879  2.367  1.670   .000  .026  .028  .059  .000 1 1 1 0                                                                  
   208    498 1939.594  153.534  -9.166   3.116 17.447  1.385  1.042   .818  .003  .003  .005  .004 1 1 1 1      14.972   .500   .093   .054   .073   .095 10225296-5742010  
   209    489 1712.568  151.359  -9.164   2.095 17.882  1.192  1.003   .598  .003  .005  .004  .004 1 1 1 1      15.840   .592   .000   .063   .108 -9.999 10225293-5743022  
   210    460 1120.573  144.940  -9.163   -.564 17.710  1.190   .898   .320  .006  .014  .008  .007 1 1 1 1      15.318   .247   .069   .052   .093   .156 10225284-5745421  
   211  17574 1176.306  146.133  -9.160   -.314 14.578   .715   .538   .096  .001  .003  .001  .003 1 1 1 1      13.356   .272   .104   .036   .058   .062 10225290-5745267  
   212  18173   85.659  135.124  -9.154  -5.196 14.225   .488   .352   .134  .002  .003  .002  .004 1 1 1 1      13.459   .133   .071   .043   .065   .068 10225278-5750197  
   213    506 1876.283  155.962  -9.151   2.831 19.506  1.639  1.279   .521  .006  .007  .009  .033 1 1 1 1      16.545   .000   .000   .143 -9.999 -9.999 10225302-5742182  
   214    481 1243.699  150.050  -9.146   -.011 19.207  1.388  1.108   .671  .002  .007  .005  .025 1 1 1 1      16.587   .000   .000   .141 -9.999 -9.999 10225300-5745083  
   215    478 1108.632  148.755  -9.145   -.617 22.539  2.482  1.698   .000  .048  .049  .095  .000 1 1 1 0                                                                  
   216    503 1659.308  155.835  -9.141   1.856 17.449   .954   .816   .349  .001  .007  .003  .007 1 1 1 1      15.799   .328   .063   .071   .125   .221 10225312-5743165  
   217    477  989.247  148.514  -9.140  -1.153 18.575  1.373  1.035   .780  .002  .005  .008  .009 1 1 1 1      16.157   .673   .000   .096   .144 -9.999 10225302-5746173  
   218    501 1485.026  154.503  -9.138   1.073 21.505  1.951  1.554   .000  .015  .019  .046  .000 1 1 1 0                                                                  
   219    463  655.272  145.322  -9.137  -2.650 20.613  2.035  1.541   .000  .005  .009  .013  .000 1 1 1 0                                                                  
   220    495 1151.253  152.085  -9.132   -.426 21.069  2.282  1.750   .000  .017  .026  .035  .000 1 1 1 0                                                                  
   221    516 1926.693  161.028  -9.131   3.058 20.209  1.570  1.333   .000  .007  .008  .015  .000 1 1 1 0                                                                  
   222    465  443.242  145.856  -9.124  -3.598 21.377  1.997  1.601   .000  .015  .017  .036  .000 1 1 1 0                                                                  
   223    472  514.752  147.578  -9.120  -3.278 20.307  1.727  1.415   .000  .007  .015  .015  .000 1 1 1 0                                                                  
   224  17575 1908.237  163.733  -9.118   2.975 14.860   .789   .594   .267  .003  .004  .004  .004 1 1 1 1      13.506   .237   .163   .029   .042   .042 10225331-5742094  
   225  17573  240.219  145.388  -9.116  -4.506 15.416   .772   .620   .055  .005  .006  .005  .003 1 1 1 1      14.158   .270   .156   .041   .057   .070 10225308-5749383  
   226    462  138.275  145.208  -9.112  -4.961 20.746  1.896  1.475   .000  .009  .010  .019  .000 1 1 1 0                                                                  
   227    511 1054.497  157.488  -9.103   -.860 18.669  1.244  1.032   .642  .002  .005  .003  .004 1 1 1 1      16.483   .580   .000   .127   .199 -9.999 10225331-5745599  
   228  18175 1169.709  158.974  -9.102   -.343 13.635   .598   .442   .000  .002  .003  .002  .006 1 1 1 1      12.617   .165   .092   .048   .073   .073 10225332-5745284  
   229    535 1661.183  165.249  -9.099   1.865 22.087  2.419  1.635   .000  .036  .038  .072  .000 1 1 1 0                                                                  
   230    486  318.187  150.934  -9.095  -4.157 18.613  1.287  1.055   .690  .005  .005  .005  .012 1 1 1 1      16.637   .698   .000   .157   .226 -9.999 10225326-5749175  
   231    510  798.313  156.917  -9.093  -2.008 18.072  1.148  1.006   .816  .003  .003  .003  .004 1 1 1 1      16.191   .497   .000   .104   .168 -9.999 10225338-5747086  
   232  17348 1446.057  165.496  -9.087    .898 16.429  1.593  1.382  1.189  .001  .006  .002  .002 1 1 1 1      13.588   .661   .137   .029   .040   .040 10225348-5744140  
   233    528 1254.226  164.068  -9.084    .037 17.557  1.205   .891   .297  .001  .002  .002  .002 1 1 1 1      15.485   .456   .129   .064   .106   .179 10225347-5745058  
   234    536 1326.101  165.382  -9.081    .360 17.780  1.223   .968   .507  .002  .010  .005  .005 1 1 1 1      15.510   .455   .130   .054   .085   .129 10225348-5744464  
   235    540 1398.301  166.235  -9.081    .684 16.966  1.019   .794   .259  .001  .005  .001  .001 1 1 1 1      15.303   .316   .081   .038   .070   .134 10225352-5744270  
   236    522 1106.641  163.211  -9.080   -.626 20.430  1.756  1.435   .000  .005  .009  .015  .000 1 1 1 0                                                                  
   237    497  208.310  153.212  -9.079  -4.648 21.842  2.332  1.678   .000  .027  .033  .064  .000 1 1 1 0                                                                  
   238    534 1273.733  165.250  -9.079    .124 19.891  1.702  1.401  1.546  .003  .004  .010  .110 1 1 1 1                                                                  
   239    567 1839.170  174.176  -9.068   2.665 21.613  2.281  1.642   .000  .020  .020  .045  .000 1 1 1 0                                                                  
   240    549 1484.739  170.309  -9.067   1.072 21.746  2.441  1.622   .000  .021  .023  .042  .000 1 1 1 0                                                                  
   241    507  111.539  156.305  -9.061  -5.080 19.242  1.441  1.184   .879  .001  .004  .002  .076 1 1 1 1      16.762   .000   .000   .150 -9.999 -9.999 10225350-5750127  
   242    556 1464.216  171.697  -9.060    .980 18.718  1.473  1.115   .419  .005  .007  .005  .002 1 1 1 1      15.982   .262   .000   .085   .158 -9.999 10225368-5744091  
   243    542  883.272  166.954  -9.052  -1.627 21.463  2.129  1.639   .000  .018  .022  .038  .000 1 1 1 0                                                                  
   244    552 1232.251  171.465  -9.049   -.062 19.966  1.881  1.443   .683  .004  .006  .010  .075 1 1 1 1                                                                  
   245    532  526.985  165.146  -9.042  -3.223 20.566  1.793  1.465   .000  .010  .012  .018  .000 1 1 1 0                                                                  
   246    585 1652.953  179.671  -9.034   1.828 22.161  2.303  1.905   .000  .025  .027  .072  .000 1 1 1 0                                                                  
   247    571 1215.139  174.881  -9.033   -.138 21.450  2.536  1.587   .000  .015  .015  .035  .000 1 1 1 0                                                                  
   248    550  754.544  170.600  -9.029  -2.204 20.801  2.570  1.908   .000  .004  .007  .027  .000 1 1 1 0      16.188   .587   .549   .097   .153   .187 10225378-5747199  
   249    541  239.174  166.573  -9.021  -4.510 19.997  2.576  1.696   .879  .001  .001  .012  .108 1 1 1 1      16.044   .322   .565   .088   .153   .194 10225380-5749386  
   250    603 1773.678  184.357  -9.019   2.371 18.204  1.218  1.068   .932  .004  .004  .004  .015 1 1 1 1      16.091   .463   .084   .088   .146   .238 10225404-5742456  
   251    565  822.694  174.119  -9.017  -1.899 22.331  2.817  1.727   .000  .035  .035  .086  .000 1 1 1 0                                                                  
   252    544  129.383  167.645  -9.011  -5.000 20.728  1.678  1.398   .871  .010  .013  .016  .122 1 1 1 1                                                                  
   253    594 1349.592  182.485  -9.006    .466 21.917  2.377  1.873   .000  .024  .026  .081  .000 1 1 1 0                                                                  
   254    559  429.103  172.648  -9.003  -3.661 19.033  1.317  1.082   .652  .004  .004  .004  .014 1 1 1 1      16.611   .000   .000   .152 -9.999 -9.999 10225395-5748477  
   255    575  626.315  176.373  -8.997  -2.778 19.596  1.844  1.440   .830  .002  .009  .011  .041 1 1 1 1      16.469   .591   .000   .115   .196 -9.999 10225403-5747547  
   256    557  190.439  171.886  -8.995  -4.727 18.176  2.007  1.467  1.305  .003  .005  .004  .040 1 1 1 1      15.074   .741   .236   .041   .061   .074 10225398-5749514  
   257    611 1478.770  187.491  -8.990   1.046 18.894  1.788  1.394  1.402  .001  .002  .006  .041 1 1 1 1      16.020   .888   .450   .100   .134   .135 10225425-5744051  
   258    598 1083.343  183.214  -8.989   -.729 17.651  1.051   .921   .621  .003  .005  .005  .008 1 1 1 1      15.774   .325   .000   .078   .129 -9.999 10225418-5745517  
   259    595 1000.815  182.899  -8.986  -1.100 19.166  1.387  1.164  1.080  .005  .009  .006  .030 1 1 1 1                                                                  
